LoincNumber,LongCommonName,PartNumber,PartTypeName,PartName,PartSequenceOrder,RID,PreferredName,RPID,LongName
26178-4,RFA Femoral artery - bilateral runoff W contrast IA,LP207756-0,Rad.Anatomic Location.Imaging Focus,Femoral artery,A,RID38761,Femoral artery,,
26178-4,RFA Femoral artery - bilateral runoff W contrast IA,LP220472-7,Rad.Modality.Modality type,RF,A,RID10361,Fluoroscopy,,
26178-4,RFA Femoral artery - bilateral runoff W contrast IA,LP200068-7,Rad.Modality.Modality subtype,Angio,A,RID10371,ANGIOGRAPHY,,
26178-4,RFA Femoral artery - bilateral runoff W contrast IA,LP200071-1,Rad.Pharmaceutical.Route,IA,A,RID11108,Intra-arterial,,
26178-4,RFA Femoral artery - bilateral runoff W contrast IA,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
26178-4,RFA Femoral artery - bilateral runoff W contrast IA,LP199985-5,Rad.Anatomic Location.Region Imaged,Lower extremity,A,RID2638,Lower extremity,,
26178-4,RFA Femoral artery - bilateral runoff W contrast IA,LP200088-5,Rad.Timing,W,A,RID49853,W,,
26178-4,RFA Femoral artery - bilateral runoff W contrast IA,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
26179-2,RFA Femoral artery - left runoff W contrast IA,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
26179-2,RFA Femoral artery - left runoff W contrast IA,LP200088-5,Rad.Timing,W,A,RID49853,W,,
26179-2,RFA Femoral artery - left runoff W contrast IA,LP199985-5,Rad.Anatomic Location.Region Imaged,Lower extremity,A,RID2638,Lower extremity,,
26179-2,RFA Femoral artery - left runoff W contrast IA,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
26179-2,RFA Femoral artery - left runoff W contrast IA,LP200071-1,Rad.Pharmaceutical.Route,IA,A,RID11108,Intra-arterial,,
26179-2,RFA Femoral artery - left runoff W contrast IA,LP200068-7,Rad.Modality.Modality subtype,Angio,A,RID10371,ANGIOGRAPHY,,
26179-2,RFA Femoral artery - left runoff W contrast IA,LP220472-7,Rad.Modality.Modality type,RF,A,RID10361,Fluoroscopy,,
26179-2,RFA Femoral artery - left runoff W contrast IA,LP207756-0,Rad.Anatomic Location.Imaging Focus,Femoral artery,A,RID38761,Femoral artery,,
26179-2,RFA Femoral artery - left runoff W contrast IA,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
26179-2,RFA Femoral artery - left runoff W contrast IA,LP199952-5,Rad.Anatomic Location.Laterality,Left,A,RID5824,LEFT,,
26180-0,RFA Femoral artery - right runoff W contrast IA,LP199953-3,Rad.Anatomic Location.Laterality,Right,A,RID5825,RIGHT,,
26180-0,RFA Femoral artery - right runoff W contrast IA,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
26180-0,RFA Femoral artery - right runoff W contrast IA,LP207756-0,Rad.Anatomic Location.Imaging Focus,Femoral artery,A,RID38761,Femoral artery,,
26180-0,RFA Femoral artery - right runoff W contrast IA,LP220472-7,Rad.Modality.Modality type,RF,A,RID10361,Fluoroscopy,,
26180-0,RFA Femoral artery - right runoff W contrast IA,LP200068-7,Rad.Modality.Modality subtype,Angio,A,RID10371,ANGIOGRAPHY,,
26180-0,RFA Femoral artery - right runoff W contrast IA,LP200071-1,Rad.Pharmaceutical.Route,IA,A,RID11108,Intra-arterial,,
26180-0,RFA Femoral artery - right runoff W contrast IA,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
26180-0,RFA Femoral artery - right runoff W contrast IA,LP199985-5,Rad.Anatomic Location.Region Imaged,Lower extremity,A,RID2638,Lower extremity,,
26180-0,RFA Femoral artery - right runoff W contrast IA,LP200088-5,Rad.Timing,W,A,RID49853,W,,
26180-0,RFA Femoral artery - right runoff W contrast IA,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
26181-8,MRA Thoracic inlet vessels - bilateral W contrast IV,LP200088-5,Rad.Timing,W,A,RID49853,W,,
26181-8,MRA Thoracic inlet vessels - bilateral W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
26181-8,MRA Thoracic inlet vessels - bilateral W contrast IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,,
26181-8,MRA Thoracic inlet vessels - bilateral W contrast IV,LP199962-4,Rad.Anatomic Location.Region Imaged,Chest,A,RID1243,Thorax,,
26181-8,MRA Thoracic inlet vessels - bilateral W contrast IV,LP200068-7,Rad.Modality.Modality subtype,Angio,A,RID10371,ANGIOGRAPHY,,
26181-8,MRA Thoracic inlet vessels - bilateral W contrast IV,LP207366-8,Rad.Anatomic Location.Imaging Focus,Thoracic inlet vessels,A,RID49941,Set of thoracic inlet vessels,,
26181-8,MRA Thoracic inlet vessels - bilateral W contrast IV,LP206549-0,Rad.Modality.Modality type,MR,A,RID10312,Magnetic resonance imaging,,
26181-8,MRA Thoracic inlet vessels - bilateral W contrast IV,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
26181-8,MRA Thoracic inlet vessels - bilateral W contrast IV,LP199951-7,Rad.Anatomic Location.Laterality,Bilateral,A,RID5771,Bilateral,,
26182-6,MRA Thoracic inlet vessels - left W contrast IV,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
26182-6,MRA Thoracic inlet vessels - left W contrast IV,LP199952-5,Rad.Anatomic Location.Laterality,Left,A,RID5824,LEFT,,
26182-6,MRA Thoracic inlet vessels - left W contrast IV,LP206549-0,Rad.Modality.Modality type,MR,A,RID10312,Magnetic resonance imaging,,
26182-6,MRA Thoracic inlet vessels - left W contrast IV,LP207366-8,Rad.Anatomic Location.Imaging Focus,Thoracic inlet vessels,A,RID49941,Set of thoracic inlet vessels,,
26182-6,MRA Thoracic inlet vessels - left W contrast IV,LP200068-7,Rad.Modality.Modality subtype,Angio,A,RID10371,ANGIOGRAPHY,,
26182-6,MRA Thoracic inlet vessels - left W contrast IV,LP199962-4,Rad.Anatomic Location.Region Imaged,Chest,A,RID1243,Thorax,,
26182-6,MRA Thoracic inlet vessels - left W contrast IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,,
26182-6,MRA Thoracic inlet vessels - left W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
26182-6,MRA Thoracic inlet vessels - left W contrast IV,LP200088-5,Rad.Timing,W,A,RID49853,W,,
26183-4,MRA Thoracic inlet vessels - right W contrast IV,LP200088-5,Rad.Timing,W,A,RID49853,W,,
26183-4,MRA Thoracic inlet vessels - right W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
26183-4,MRA Thoracic inlet vessels - right W contrast IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,,
26183-4,MRA Thoracic inlet vessels - right W contrast IV,LP199962-4,Rad.Anatomic Location.Region Imaged,Chest,A,RID1243,Thorax,,
26183-4,MRA Thoracic inlet vessels - right W contrast IV,LP200068-7,Rad.Modality.Modality subtype,Angio,A,RID10371,ANGIOGRAPHY,,
26183-4,MRA Thoracic inlet vessels - right W contrast IV,LP207366-8,Rad.Anatomic Location.Imaging Focus,Thoracic inlet vessels,A,RID49941,Set of thoracic inlet vessels,,
26183-4,MRA Thoracic inlet vessels - right W contrast IV,LP206549-0,Rad.Modality.Modality type,MR,A,RID10312,Magnetic resonance imaging,,
26183-4,MRA Thoracic inlet vessels - right W contrast IV,LP199953-3,Rad.Anatomic Location.Laterality,Right,A,RID5825,RIGHT,,
26183-4,MRA Thoracic inlet vessels - right W contrast IV,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
26184-2,CT Extremity - bilateral W contrast IV,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
26184-2,CT Extremity - bilateral W contrast IV,LP199951-7,Rad.Anatomic Location.Laterality,Bilateral,A,RID5771,Bilateral,,
26184-2,CT Extremity - bilateral W contrast IV,LP200067-9,Rad.Modality.Modality type,CT,A,RID10321,computed tomography,,
26184-2,CT Extremity - bilateral W contrast IV,LP199969-9,Rad.Anatomic Location.Region Imaged,Extremity,A,RID13202,limb of body,,
26184-2,CT Extremity - bilateral W contrast IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,,
26184-2,CT Extremity - bilateral W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
26184-2,CT Extremity - bilateral W contrast IV,LP200088-5,Rad.Timing,W,A,RID49853,W,,
26185-9,CT Extremity - left W contrast IV,LP200088-5,Rad.Timing,W,A,RID49853,W,,
26185-9,CT Extremity - left W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
26185-9,CT Extremity - left W contrast IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,,
26185-9,CT Extremity - left W contrast IV,LP199969-9,Rad.Anatomic Location.Region Imaged,Extremity,A,RID13202,limb of body,,
26185-9,CT Extremity - left W contrast IV,LP200067-9,Rad.Modality.Modality type,CT,A,RID10321,computed tomography,,
26185-9,CT Extremity - left W contrast IV,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
26185-9,CT Extremity - left W contrast IV,LP199952-5,Rad.Anatomic Location.Laterality,Left,A,RID5824,LEFT,,
26186-7,CT Extremity - right W contrast IV,LP199953-3,Rad.Anatomic Location.Laterality,Right,A,RID5825,RIGHT,,
26186-7,CT Extremity - right W contrast IV,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
26186-7,CT Extremity - right W contrast IV,LP200067-9,Rad.Modality.Modality type,CT,A,RID10321,computed tomography,,
26186-7,CT Extremity - right W contrast IV,LP199969-9,Rad.Anatomic Location.Region Imaged,Extremity,A,RID13202,limb of body,,
26186-7,CT Extremity - right W contrast IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,,
26186-7,CT Extremity - right W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
26186-7,CT Extremity - right W contrast IV,LP200088-5,Rad.Timing,W,A,RID49853,W,,
26187-5,MR Ankle - bilateral WO and W contrast IV,LP200090-1,Rad.Timing,WO & W,A,RID49855,WO & W,,
26187-5,MR Ankle - bilateral WO and W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
26187-5,MR Ankle - bilateral WO and W contrast IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,,
26187-5,MR Ankle - bilateral WO and W contrast IV,LP199985-5,Rad.Anatomic Location.Region Imaged,Lower extremity,A,RID2638,Lower extremity,,
26187-5,MR Ankle - bilateral WO and W contrast IV,LP206549-0,Rad.Modality.Modality type,MR,A,RID10312,Magnetic resonance imaging,,
26187-5,MR Ankle - bilateral WO and W contrast IV,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
26187-5,MR Ankle - bilateral WO and W contrast IV,LP199951-7,Rad.Anatomic Location.Laterality,Bilateral,A,RID5771,Bilateral,,
26187-5,MR Ankle - bilateral WO and W contrast IV,LP199957-4,Rad.Anatomic Location.Imaging Focus,Ankle,A,RID28545,Ankle,,
26188-3,MR Ankle - left WO and W contrast IV,LP199957-4,Rad.Anatomic Location.Imaging Focus,Ankle,A,RID28545,Ankle,,
26188-3,MR Ankle - left WO and W contrast IV,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
26188-3,MR Ankle - left WO and W contrast IV,LP199952-5,Rad.Anatomic Location.Laterality,Left,A,RID5824,LEFT,,
26188-3,MR Ankle - left WO and W contrast IV,LP206549-0,Rad.Modality.Modality type,MR,A,RID10312,Magnetic resonance imaging,,
26188-3,MR Ankle - left WO and W contrast IV,LP199985-5,Rad.Anatomic Location.Region Imaged,Lower extremity,A,RID2638,Lower extremity,,
26188-3,MR Ankle - left WO and W contrast IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,,
26188-3,MR Ankle - left WO and W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
26188-3,MR Ankle - left WO and W contrast IV,LP200090-1,Rad.Timing,WO & W,A,RID49855,WO & W,,
26189-1,MR Ankle - right WO and W contrast IV,LP200090-1,Rad.Timing,WO & W,A,RID49855,WO & W,,
26189-1,MR Ankle - right WO and W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
26189-1,MR Ankle - right WO and W contrast IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,,
26189-1,MR Ankle - right WO and W contrast IV,LP199985-5,Rad.Anatomic Location.Region Imaged,Lower extremity,A,RID2638,Lower extremity,,
26189-1,MR Ankle - right WO and W contrast IV,LP206549-0,Rad.Modality.Modality type,MR,A,RID10312,Magnetic resonance imaging,,
26189-1,MR Ankle - right WO and W contrast IV,LP199953-3,Rad.Anatomic Location.Laterality,Right,A,RID5825,RIGHT,,
26189-1,MR Ankle - right WO and W contrast IV,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
26189-1,MR Ankle - right WO and W contrast IV,LP199957-4,Rad.Anatomic Location.Imaging Focus,Ankle,A,RID28545,Ankle,,
26190-9,MR Brachial plexus - bilateral WO and W contrast IV,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
26190-9,MR Brachial plexus - bilateral WO and W contrast IV,LP199951-7,Rad.Anatomic Location.Laterality,Bilateral,A,RID5771,Bilateral,,
26190-9,MR Brachial plexus - bilateral WO and W contrast IV,LP206549-0,Rad.Modality.Modality type,MR,A,RID10312,Magnetic resonance imaging,,
26190-9,MR Brachial plexus - bilateral WO and W contrast IV,LP206634-0,Rad.Anatomic Location.Imaging Focus,Brachial plexus,A,RID7202,Brachial plexus,,
26190-9,MR Brachial plexus - bilateral WO and W contrast IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,,
26190-9,MR Brachial plexus - bilateral WO and W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
26190-9,MR Brachial plexus - bilateral WO and W contrast IV,LP199962-4,Rad.Anatomic Location.Region Imaged,Chest,A,RID1243,Thorax,,
26190-9,MR Brachial plexus - bilateral WO and W contrast IV,LP200090-1,Rad.Timing,WO & W,A,RID49855,WO & W,,
26191-7,MR Brachial plexus - left WO and W contrast IV,LP200090-1,Rad.Timing,WO & W,A,RID49855,WO & W,,
26191-7,MR Brachial plexus - left WO and W contrast IV,LP199962-4,Rad.Anatomic Location.Region Imaged,Chest,A,RID1243,Thorax,,
26191-7,MR Brachial plexus - left WO and W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
26191-7,MR Brachial plexus - left WO and W contrast IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,,
26191-7,MR Brachial plexus - left WO and W contrast IV,LP206634-0,Rad.Anatomic Location.Imaging Focus,Brachial plexus,A,RID7202,Brachial plexus,,
26191-7,MR Brachial plexus - left WO and W contrast IV,LP206549-0,Rad.Modality.Modality type,MR,A,RID10312,Magnetic resonance imaging,,
26191-7,MR Brachial plexus - left WO and W contrast IV,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
26191-7,MR Brachial plexus - left WO and W contrast IV,LP199952-5,Rad.Anatomic Location.Laterality,Left,A,RID5824,LEFT,,
26192-5,MR Brachial plexus - right WO and W contrast IV,LP199953-3,Rad.Anatomic Location.Laterality,Right,A,RID5825,RIGHT,,
26192-5,MR Brachial plexus - right WO and W contrast IV,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
26192-5,MR Brachial plexus - right WO and W contrast IV,LP206549-0,Rad.Modality.Modality type,MR,A,RID10312,Magnetic resonance imaging,,
26192-5,MR Brachial plexus - right WO and W contrast IV,LP206634-0,Rad.Anatomic Location.Imaging Focus,Brachial plexus,A,RID7202,Brachial plexus,,
26192-5,MR Brachial plexus - right WO and W contrast IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,,
26192-5,MR Brachial plexus - right WO and W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
26192-5,MR Brachial plexus - right WO and W contrast IV,LP199962-4,Rad.Anatomic Location.Region Imaged,Chest,A,RID1243,Thorax,,
26192-5,MR Brachial plexus - right WO and W contrast IV,LP200090-1,Rad.Timing,WO & W,A,RID49855,WO & W,,
26193-3,MR Elbow - bilateral WO and W contrast IV,LP200090-1,Rad.Timing,WO & W,A,RID49855,WO & W,,
26193-3,MR Elbow - bilateral WO and W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
26193-3,MR Elbow - bilateral WO and W contrast IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,,
26193-3,MR Elbow - bilateral WO and W contrast IV,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
26193-3,MR Elbow - bilateral WO and W contrast IV,LP206549-0,Rad.Modality.Modality type,MR,A,RID10312,Magnetic resonance imaging,,
26193-3,MR Elbow - bilateral WO and W contrast IV,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
26193-3,MR Elbow - bilateral WO and W contrast IV,LP199951-7,Rad.Anatomic Location.Laterality,Bilateral,A,RID5771,Bilateral,,
26193-3,MR Elbow - bilateral WO and W contrast IV,LP199967-3,Rad.Anatomic Location.Imaging Focus,Elbow,A,RID2010,elbow,,
26194-1,MR Elbow - left WO and W contrast IV,LP199967-3,Rad.Anatomic Location.Imaging Focus,Elbow,A,RID2010,elbow,,
26194-1,MR Elbow - left WO and W contrast IV,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
26194-1,MR Elbow - left WO and W contrast IV,LP199952-5,Rad.Anatomic Location.Laterality,Left,A,RID5824,LEFT,,
26194-1,MR Elbow - left WO and W contrast IV,LP206549-0,Rad.Modality.Modality type,MR,A,RID10312,Magnetic resonance imaging,,
26194-1,MR Elbow - left WO and W contrast IV,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
26194-1,MR Elbow - left WO and W contrast IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,,
26194-1,MR Elbow - left WO and W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
26194-1,MR Elbow - left WO and W contrast IV,LP200090-1,Rad.Timing,WO & W,A,RID49855,WO & W,,
26195-8,MR Elbow - right WO and W contrast IV,LP200090-1,Rad.Timing,WO & W,A,RID49855,WO & W,,
26195-8,MR Elbow - right WO and W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
26195-8,MR Elbow - right WO and W contrast IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,,
26195-8,MR Elbow - right WO and W contrast IV,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
26195-8,MR Elbow - right WO and W contrast IV,LP206549-0,Rad.Modality.Modality type,MR,A,RID10312,Magnetic resonance imaging,,
26195-8,MR Elbow - right WO and W contrast IV,LP199953-3,Rad.Anatomic Location.Laterality,Right,A,RID5825,RIGHT,,
26195-8,MR Elbow - right WO and W contrast IV,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
26195-8,MR Elbow - right WO and W contrast IV,LP199967-3,Rad.Anatomic Location.Imaging Focus,Elbow,A,RID2010,elbow,,
26196-6,MR Thigh - bilateral WO and W contrast IV,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
26196-6,MR Thigh - bilateral WO and W contrast IV,LP199951-7,Rad.Anatomic Location.Laterality,Bilateral,A,RID5771,Bilateral,,
26196-6,MR Thigh - bilateral WO and W contrast IV,LP206549-0,Rad.Modality.Modality type,MR,A,RID10312,Magnetic resonance imaging,,
26196-6,MR Thigh - bilateral WO and W contrast IV,LP206655-5,Rad.Anatomic Location.Imaging Focus,Thigh,A,RID2660,Thigh,,
26196-6,MR Thigh - bilateral WO and W contrast IV,LP199985-5,Rad.Anatomic Location.Region Imaged,Lower extremity,A,RID2638,Lower extremity,,
26196-6,MR Thigh - bilateral WO and W contrast IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,,
26196-6,MR Thigh - bilateral WO and W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
26196-6,MR Thigh - bilateral WO and W contrast IV,LP200090-1,Rad.Timing,WO & W,A,RID49855,WO & W,,
26197-4,MR Thigh - left WO and W contrast IV,LP200090-1,Rad.Timing,WO & W,A,RID49855,WO & W,,
26197-4,MR Thigh - left WO and W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
